# Name; SpTy; SpTyNum; Teff; Mstar_b15+mesa; Mstar_ll; Mstar_ul; Mstar_b98+mesa; Mstar_b98_ll; Mstar_b98_ul; LogLstar_b15+mesa; LogLstar_ll; LogLstar_ul; LogLstar_b98+mesa; LogLstar_b98_ll; LogLstar_b98_ul
J04333278+1800436;M1;51.0;3721.9007291203648;0.4692901223702454;0.4179267705409381;0.5302142896958486;0.8227769632362544;0.6893764146037984;0.9623320581831989;-0.45400399419814497;-0.5297718855711128;-0.372079044479558;-0.15458091991776285;-0.2576315050202225;-0.05478086509891881
DM Tau;M1;51.0;3721.9007291203648;0.4692901223702454;0.4179267705409381;0.5302142896958486;0.8227769632362544;0.6893764146037984;0.9623320581831989;-0.45400399419814497;-0.5297718855711128;-0.372079044479558;-0.15458091991776285;-0.2576315050202225;-0.05478086509891881
Haro 6-37 C;M1;51.0;3721.9007291203648;0.4692901223702454;0.4179267705409381;0.5302142896958486;0.8227769632362544;0.6893764146037984;0.9623320581831989;-0.45400399419814497;-0.5297718855711128;-0.372079044479558;-0.15458091991776285;-0.2576315050202225;-0.05478086509891881
IRAS 04125+2902;M1.25;51.25;3677.976683268039;0.44231615277258596;0.39567898141792224;0.49901295363581655;0.7537945516521791;0.6302232734263143;0.8942077128178032;-0.49297731715209747;-0.5646928272675057;-0.41302643008257534;-0.20639162771043787;-0.30820737786213126;-0.10304437380751624
CoKu Tau/4 AB;M1.5;51.5;3636.7616585078304;0.4179267705409381;0.37518607504751167;0.4692901223702454;0.6893764146037984;0.5766404783854757;0.8227769632362544;-0.5297718855711128;-0.5980552353950175;-0.45400399419814497;-0.2576315050202225;-0.35817521777748285;-0.15458091991776285
CY Tau;M1.5;51.5;3636.7616585078304;0.4179267705409381;0.37518607504751167;0.4692901223702454;0.6893764146037984;0.5766404783854757;0.8227769632362544;-0.5297718855711128;-0.5980552353950175;-0.45400399419814497;-0.2576315050202225;-0.35817521777748285;-0.15458091991776285
V409 Tau;M1.5;51.5;3636.7616585078304;0.4179267705409381;0.37518607504751167;0.4692901223702454;0.6893764146037984;0.5766404783854757;0.8227769632362544;-0.5297718855711128;-0.5980552353950175;-0.45400399419814497;-0.2576315050202225;-0.35817521777748285;-0.15458091991776285
J04333905+2227207;M1.75;51.75;3597.869298215609;0.39567898141792224;0.35596376285188;0.44231615277258596;0.6302232734263143;0.5282506221323939;0.7537945516521791;-0.5646928272675057;-0.6304282200988759;-0.49297731715209747;-0.30820737786213126;-0.4080974208169692;-0.20639162771043787
DF Tau AB;M2;52.0;3560.913245767245;0.37518607504751167;0.3370216881412584;0.4179267705409381;0.5766404783854757;0.48273768741819073;0.6893764146037984;-0.5980552353950175;-0.6633790699176823;-0.5297718855711128;-0.35817521777748285;-0.46026309908455504;-0.2576315050202225
IRAS 04200+2759;M2;52.0;3560.913245767245;0.37518607504751167;0.3370216881412584;0.4179267705409381;0.5766404783854757;0.48273768741819073;0.6893764146037984;-0.5980552353950175;-0.6633790699176823;-0.5297718855711128;-0.35817521777748285;-0.46026309908455504;-0.2576315050202225
XZ Tau A;M2;52.0;3560.913245767245;0.37518607504751167;0.3370216881412584;0.4179267705409381;0.5766404783854757;0.48273768741819073;0.6893764146037984;-0.5980552353950175;-0.6633790699176823;-0.5297718855711128;-0.35817521777748285;-0.46026309908455504;-0.2576315050202225
