# Name; SpTy; SpTyNum; Teff; Mstar_b15+mesa; Mstar_ll; Mstar_ul; Mstar_b98+mesa; Mstar_b98_ll; Mstar_b98_ul; LogLstar_b15+mesa; LogLstar_ll; LogLstar_ul; LogLstar_b98+mesa; LogLstar_b98_ll; LogLstar_b98_ul
2MASSJ16085953-3856275;M8.5;58.5;2618.583266017328;0.02166162353156502;0.019018479011925996;0.02575237478180291;0.024094353774568204;0.021985970807428538;0.027081932101733756;-2.3730032498588463;-2.453502386529924;-2.265724114952652;-2.450224680608537;-2.5349530033153003;-2.3216876881535957
AKC2006-18;M6.5;56.5;2814.1020845117528;0.046937741436402516;0.03867945234320011;0.05719840418811437;0.043932352347228434;0.03703315026705396;0.05296150141577165;-1.7654901499817321;-1.9430054434112907;-1.5876634074190077;-1.8462909363037847;-2.000597112516619;-1.6917557307834832
Lup706;M7.5;57.5;2721.803040484453;0.03148864543620686;0.02575237478180291;0.03867945234320011;0.031360135953365495;0.027081932101733756;0.03703315026705396;-2.120031418720287;-2.265724114952652;-1.9430054434112907;-2.1645346193813;-2.3216876881535957;-2.000597112516619
ISO-Oph 033;M6.5;56.5;2814.1020845117528;0.046937741436402516;0.03867945234320011;0.05719840418811437;0.043932352347228434;0.03703315026705396;0.05296150141577165;-1.7654901499817321;-1.9430054434112907;-1.5876634074190077;-1.8462909363037847;-2.000597112516619;-1.6917557307834832
ISO-Oph 023;M7;57.0;2770.236931614866;0.03867945234320011;0.03148864543620686;0.046937741436402516;0.03703315026705396;0.031360135953365495;0.043932352347228434;-1.9430054434112907;-2.120031418720287;-1.7654901499817321;-2.000597112516619;-2.1645346193813;-1.8462909363037847
ISO-Oph 030;M6;56.0;2858.473259423381;0.05719840418811437;0.046937741436402516;0.07399414497190376;0.05296150141577165;0.043932352347228434;0.06672694514000131;-1.5876634074190077;-1.7654901499817321;-1.4045351034787337;-1.6917557307834832;-1.8462909363037847;-1.5210132018216251
ISO-Oph 033;M8.5;58.5;2618.583266017328;0.02166162353156502;0.019018479011925996;0.02575237478180291;0.024094353774568204;0.021985970807428538;0.027081932101733756;-2.3730032498588463;-2.453502386529924;-2.265724114952652;-2.450224680608537;-2.5349530033153003;-2.3216876881535957
ISO-Oph 102;M6;56.0;2858.473259423381;0.05719840418811437;0.046937741436402516;0.07399414497190376;0.05296150141577165;0.043932352347228434;0.06672694514000131;-1.5876634074190077;-1.7654901499817321;-1.4045351034787337;-1.6917557307834832;-1.8462909363037847;-1.5210132018216251
ISO-Oph 160;M6;56.0;2858.473259423381;0.05719840418811437;0.046937741436402516;0.07399414497190376;0.05296150141577165;0.043932352347228434;0.06672694514000131;-1.5876634074190077;-1.7654901499817321;-1.4045351034787337;-1.6917557307834832;-1.8462909363037847;-1.5210132018216251
ISO-Oph 164;M6;56.0;2858.473259423381;0.05719840418811437;0.046937741436402516;0.07399414497190376;0.05296150141577165;0.043932352347228434;0.06672694514000131;-1.5876634074190077;-1.7654901499817321;-1.4045351034787337;-1.6917557307834832;-1.8462909363037847;-1.5210132018216251
ISO-Oph 193;M6;56.0;2858.473259423381;0.05719840418811437;0.046937741436402516;0.07399414497190376;0.05296150141577165;0.043932352347228434;0.06672694514000131;-1.5876634074190077;-1.7654901499817321;-1.4045351034787337;-1.6917557307834832;-1.8462909363037847;-1.5210132018216251
2MASS J04141188+2811535;M6.5;56.5;2814.1020845117528;0.046937741436402516;0.03867945234320011;0.05719840418811437;0.043932352347228434;0.03703315026705396;0.05296150141577165;-1.7654901499817321;-1.9430054434112907;-1.5876634074190077;-1.8462909363037847;-2.000597112516619;-1.6917557307834832
2MASS J04390396+2544264;M7.25;57.25;2746.6032516147275;0.03493409747434141;0.02841544889558619;0.04265426006468214;0.0340356459504894;0.02904245624758529;0.04030740158899626;-2.0332321479530893;-2.1981495917854383;-1.8536835846531012;-2.0819677522910953;-2.245403520318941;-1.922428891837384
2MASS J04414825+2534304;M7.75;57.75;2696.2186172918105;0.02841544889558619;0.02350687391289942;0.03493409747434141;0.02904245624758529;0.025448959518740263;0.0340356459504894;-2.1981495917854383;-2.3235428233017714;-2.0332321479530893;-2.245403520318941;-2.3907122393316937;-2.0819677522910953
2MASS J04442713+2512164;M7.25;57.25;2746.6032516147275;0.03493409747434141;0.02841544889558619;0.04265426006468214;0.0340356459504894;0.02904245624758529;0.04030740158899626;-2.0332321479530893;-2.1981495917854383;-1.8536835846531012;-2.0819677522910953;-2.245403520318941;-1.922428891837384
2MASS J12073347-3932540;M8;58.0;2670.232301104564;0.02575237478180291;0.02166162353156502;0.03148864543620686;0.027081932101733756;0.024094353774568204;0.031360135953365495;-2.265724114952652;-2.3730032498588463;-2.120031418720287;-2.3216876881535957;-2.450224680608537;-2.1645346193813
2MASS J12073347-3932540;M8;58.0;2670.232301104564;0.02575237478180291;0.02166162353156502;0.03148864543620686;0.027081932101733756;0.024094353774568204;0.031360135953365495;-2.265724114952652;-2.3730032498588463;-2.120031418720287;-2.3216876881535957;-2.450224680608537;-2.1645346193813
2MASS J12073347-3932540;M8.25;58.25;2644.2264109904813;0.02350687391289942;0.02018110525943598;0.02841544889558619;0.025448959518740263;0.02295945414727486;0.02904245624758529;-2.3235428233017714;-2.4157759706774056;-2.1981495917854383;-2.3907122393316937;-2.4985905240167963;-2.245403520318941
DENIS-P J160603.9-205644;M7.25;57.25;2746.6032516147275;0.03493409747434141;0.02841544889558619;0.04265426006468214;0.0340356459504894;0.02904245624758529;0.04030740158899626;-2.0332321479530893;-2.1981495917854383;-1.8536835846531012;-2.0819677522910953;-2.245403520318941;-1.922428891837384
