#VisAO z-prime
#Effective wavelength =      0.90969793 microns
#Effective width =       0.12102354 microns
#note: no atmosphere included
#     lambda     trans     RSR       RSR+atm
      1.05300    0.0457211    0.0570317    0.0570317
      1.05350    0.0452740    0.0565008    0.0565008
      1.05400    0.0448503    0.0559986    0.0559986
      1.05450    0.0443992    0.0554616    0.0554616
      1.05500    0.0439432    0.0549180    0.0549180
      1.05550    0.0435210    0.0544162    0.0544162
      1.05600    0.0430694    0.0538771    0.0538771
      1.05650    0.0426199    0.0533400    0.0533400
      1.05700    0.0421918    0.0528293    0.0528293
      1.05750    0.0417573    0.0523099    0.0523099
      1.05800    0.0412889    0.0517477    0.0517477
      1.05850    0.0408457    0.0512163    0.0512163
      1.05900    0.0404164    0.0507020    0.0507020
      1.05950    0.0399401    0.0501281    0.0501281
      1.06000    0.0394843    0.0495794    0.0495794
      1.06050    0.0390680    0.0490798    0.0490798
      1.06100    0.0386070    0.0485235    0.0485235
      1.06150    0.0381395    0.0479585    0.0479585
      1.06200    0.0377173    0.0474500    0.0474500
      1.06250    0.0372732    0.0469134    0.0469134
      1.06300    0.0367946    0.0463328    0.0463328
      1.06350    0.0363537    0.0457991    0.0457991
      1.06400    0.0359165    0.0452697    0.0452697
      1.06450    0.0354481    0.0447002    0.0447002
      1.06500    0.0349914    0.0441451    0.0441451
      1.06550    0.0345376    0.0435930    0.0435930
      1.06600    0.0340707    0.0430238    0.0430238
      1.06650    0.0335978    0.0424467    0.0424467
      1.06700    0.0331302    0.0418755    0.0418755
      1.06750    0.0326694    0.0413124    0.0413124
      1.06800    0.0322049    0.0407441    0.0407441
      1.06850    0.0317309    0.0401632    0.0401632
      1.06900    0.0312689    0.0395969    0.0395969
      1.06950    0.0308101    0.0390342    0.0390342
      1.07000    0.0303365    0.0384521    0.0384521
      1.07050    0.0298677    0.0378757    0.0378757
      1.07100    0.0294086    0.0373109    0.0373109
      1.07150    0.0289413    0.0367351    0.0367351
      1.07200    0.0284676    0.0361507    0.0361507
      1.07250    0.0279915    0.0355627    0.0355627
      1.07300    0.0275232    0.0349840    0.0349840
      1.07350    0.0270453    0.0343927    0.0343927
      1.07400    0.0265618    0.0337935    0.0337935
      1.07450    0.0260776    0.0331929    0.0331929
      1.07500    0.0256069    0.0326089    0.0326089
      1.07550    0.0251198    0.0320035    0.0320035
      1.07600    0.0246235    0.0313859    0.0313859
      1.07650    0.0241374    0.0307805    0.0307805
      1.07700    0.0236465    0.0301685    0.0301685
      1.07750    0.0231613    0.0295633    0.0295633
      1.07800    0.0226639    0.0289417    0.0289417
      1.07850    0.0221646    0.0283173    0.0283173
      1.07900    0.0216649    0.0276917    0.0276917
      1.07950    0.0211726    0.0270749    0.0270749
      1.08000    0.0206682    0.0264422    0.0264422
      1.08050    0.0201724    0.0258199    0.0258199
      1.08100    0.0201786    0.0258398    0.0258398
      1.08150    0.0201857    0.0258608    0.0258608
      1.08200    0.0201906    0.0258790    0.0258790
      1.08250    0.0201979    0.0259004    0.0259004
      1.08300    0.0201977    0.0259121    0.0259121
      1.08350    0.0196990    0.0252839    0.0252839
      1.08400    0.0192046    0.0246607    0.0246607
      1.08450    0.0186947    0.0240170    0.0240170
      1.08500    0.0181930    0.0233833    0.0233833
      1.08550    0.0176875    0.0227440    0.0227440
      1.08600    0.0171756    0.0220959    0.0220959
      1.08650    0.0166721    0.0214581    0.0214581
      1.08700    0.0161614    0.0208103    0.0208103
      1.08750    0.0156469    0.0201571    0.0201571
      1.08800    0.0151428    0.0195167    0.0195167
      1.08850    0.0151365    0.0195175    0.0195175
      1.08900    0.0151291    0.0195169    0.0195169
      1.08950    0.0151254    0.0195211    0.0195211
      1.09000    0.0151126    0.0195136    0.0195136
      1.09050    0.0151071    0.0195155    0.0195155
      1.09100    0.0151070    0.0195242    0.0195242
      1.09150    0.0150931    0.0195153    0.0195153
      1.09200    0.0150826    0.0195105    0.0195105
      1.09250    0.0150805    0.0195168    0.0195168
      1.09300    0.0150715    0.0195140    0.0195140
      1.09350    0.0145712    0.0188750    0.0188750
      1.09400    0.0140628    0.0182247    0.0182247
      1.09450    0.0135517    0.0175703    0.0175703
      1.09500    0.0130462    0.0169227    0.0169227
      1.09550    0.0125422    0.0162764    0.0162764
      1.09600    0.0125364    0.0162763    0.0162763
      1.09650    0.0125291    0.0162742    0.0162742
      1.09700    0.0125190    0.0162685    0.0162685
      1.09750    0.0125153    0.0162711    0.0162711
      1.09800    0.0125133    0.0162759    0.0162759
      1.09850    0.0120076    0.0156253    0.0156253
      1.09900    0.0114987    0.0149698    0.0149698
      1.09950    0.0109884    0.0143121    0.0143121
      1.10000    0.0104852    0.0136628    0.0136628
      1.20000      0.00000      0.00000      0.00000
